,dog,cat,elephant,lion,tiger,dolphin,panda,giraffe,butterfly,squirrel
122,-11.0,-11.5,-9.0,-8.5,-7.0,-6.0,-5.0,-5.0,-8.5,-10.5
123,-10.5,-10.5,-11.5,-8.0,-8.0,-9.0,-7.0,-7.5,-10.0,-11.5
124,-9.0,-11.0,-8.5,-7.5,-7.0,-6.5,-6.0,-5.5,-9.0,-10.0
125,-10.0,-13.0,-9.0,-9.5,-9.5,-5.0,-7.0,-8.5,-10.0,-8.5
126,-10.0,-11.5,-10.0,-10.0,-8.0,-8.5,-6.5,-6.5,-8.0,-10.0
127,-9.0,-9.5,-9.5,-9.0,-7.5,-6.0,-6.0,-6.5,-9.0,-9.0
128,-9.0,-10.0,-9.5,-10.0,-8.0,-6.5,-5.5,-8.5,-9.5,-9.5
129,-11.0,-10.0,-10.0,-9.0,-8.0,-7.5,-5.5,-7.0,-10.5,-11.5
130,-10.0,-10.0,-11.0,-7.5,-8.0,-7.5,-6.5,-6.5,-9.5,-12.0
131,-11.5,-9.5,-10.5,-8.0,-8.0,-8.5,-6.0,-7.0,-11.0,-12.0
132,-11.0,-9.5,-11.0,-8.0,-7.5,-7.5,-6.5,-6.0,-9.0,-11.0
133,-11.0,-9.0,-11.5,-8.0,-8.0,-8.0,-6.0,-7.5,-10.0,-12.0
134,-11.0,-10.0,-10.0,-7.5,-8.0,-7.5,-6.5,-5.5,-9.0,-12.5
135,-11.0,-9.0,-11.0,-8.5,-6.5,-8.0,-6.5,-5.5,-8.0,-11.0
136,-9.5,-9.5,-9.5,-6.5,-7.0,-6.5,-6.0,-4.5,-7.5,-11.0
137,-10.5,-9.0,-9.0,-8.5,-8.0,-8.0,-7.0,-5.5,-8.5,-10.5
138,-11.0,-9.0,-9.0,-7.5,-7.5,-7.5,-6.0,-5.0,-8.0,-11.5
139,-11.0,-9.5,-10.0,-8.0,-8.0,-8.0,-6.0,-5.5,-10.0,-12.5
140,-8.5,-9.5,-7.5,-8.0,-8.0,-7.0,-4.5,-3.5,-7.0,-10.0
